x,y
0.0,4.461925350102793
0.0,4.445292083569727
0.0,4.428658817036661
0.0,4.412025550503595
0.0,4.395392283970528
0.0,4.378759017437462
0.0,4.362125750904396
0.0,4.34549248437133
0.0,4.328859217838264
0.0,4.312225951305198
0.0,4.2955926847721315
0.0,4.278959418239065
0.0,4.262326151706
0.0,4.245692885172933
0.0,4.229059618639868
0.0,4.212426352106801
0.0,4.195793085573735
0.0,4.1791598190406685
0.0,4.162526552507602
0.0,4.1458932859745365
0.0,4.12926001944147
0.0,4.112626752908405
0.0,4.095993486375338
0.0,4.079360219842272
0.0,4.062726953309205
0.0,4.046093686776139
0.0,4.0294604202430735
0.0,4.012827153710008
0.0,3.996193887176941
0.0,3.979560620643875
0.0,3.9629273541108088
0.0,3.946294087577743
0.0,3.929660821044677
0.0,3.9130275545116104
0.0,3.8963942879785445
0.0,3.8797610214454785
0.0,3.863127754912412
0.0,3.846494488379346
0.0,3.8298612218462798
0.0,3.813227955313214
0.0,3.796594688780148
0.0,3.7799614222470814
0.0,3.7633281557140155
0.0,3.746694889180949
0.0,3.730061622647883
0.0,3.713428356114817
0.0,3.6967950895817507
0.0,3.6801618230486848
0.0,3.6635285565156184
0.0,3.6468952899825524
0.0,3.6302620234494865
0.0,3.61362875691642
0.0,3.596995490383354
0.0,3.5803622238502877
0.0,3.5637289573172217
0.0,3.5470956907841558
0.0,3.5304624242510894
0.0,3.5138291577180234
0.0,3.4971958911849574
0.0,3.480562624651891
0.0,3.463929358118825
0.0,3.4472960915857587
0.0,3.4306628250526927
0.0,3.4140295585196268
0.0,3.3973962919865603
0.0,3.3807630254534944
0.0,3.364129758920428
0.0,3.347496492387362
0.0,3.330863225854296
0.0,3.3142299593212297
0.0,3.2975966927881633
0.0,3.2809634262550977
0.0,3.2643301597220313
0.0,3.247696893188965
0.0,3.2310636266558994
0.0,3.214430360122833
0.0,3.1977970935897666
0.0,3.181163827056701
0.0,3.1645305605236347
0.0,3.1478972939905683
0.0,3.131264027457502
0.0,3.1146307609244364
0.0,3.09799749439137
0.0,3.0813642278583036
0.0,3.064730961325238
0.0,3.0480976947921716
0.0,3.0314644282591052
0.0,3.0148311617260397
0.0,2.9981978951929733
0.0,2.981564628659907
0.0,2.9649313621268414
0.0,2.948298095593775
0.0,2.9316648290607086
0.0,2.915031562527642
0.0,2.8983982959945767
0.0,2.8817650294615103
0.0,2.865131762928444
0.0,2.8484984963953783
0.0,2.831865229862312
0.0,2.8152319633292455
0.0,2.79859869679618
0.0,2.7819654302631136
0.0,2.765332163730047
0.0,2.748698897196981
0.0,2.7320656306639153
0.0,2.715432364130849
0.0,2.6987990975977825
0.0,2.682165831064717
0.0,2.6655325645316506
0.0,2.648899297998584
0.0,2.6322660314655186
0.0,2.6156327649324522
0.0,2.598999498399386
0.0,2.5823662318663203
0.0,2.565732965333254
0.0,2.5490996988001875
0.0,2.532466432267121
0.0,2.5158331657340556
0.0,2.499199899200989
0.0,2.4825666326679228
0.0,2.4659333661348573
0.0,2.449300099601791
0.0,2.4326668330687244
0.0,2.416033566535659
0.0,2.3994003000025925
0.0,2.382767033469526
0.0,2.3661337669364597
0.0,2.349500500403394
0.0,2.332867233870328
0.0,2.3162339673372614
0.0,2.299600700804196
0.0,2.2829674342711295
0.0,2.266334167738063
0.0,2.2497009012049975
0.0,2.233067634671931
0.0,2.2164343681388647
0.0,2.1998011016057992
0.0,2.183167835072733
0.0,2.1665345685396664
0.0,2.1499013020066
0.0,2.1332680354735345
0.0,2.116634768940468
0.0,2.1000015024074017
0.0,2.083368235874336
0.0,2.0667349693412698
0.0,2.0501017028082034
0.0,2.033468436275138
0.0,2.0168351697420714
0.0,2.000201903209005
0.0,1.9835686366759395
0.0,1.9669353701428731
0.0,1.9503021036098067
0.0,1.9336688370767403
0.0,1.9170355705436748
0.0,1.9004023040106084
0.0,1.883769037477542
0.0,1.8671357709444765
0.0,1.85050250441141
0.0,1.8338692378783437
0.0,1.8172359713452781
0.0,1.8006027048122117
0.0,1.7839694382791453
0.0,1.767336171746079
0.0,1.7507029052130134
0.0,1.734069638679947
0.0,1.7174363721468806
